busStopId,stopNameKorean,stopNameRomanized,stopNameTranslated,StopNameNaver
PHB350092021,쌍용사거리,Ssang-yong-sa-geo-li,Ssangyong Intersection,Ssangyong Sageori
PHB350092022,쌍용사거리,Ssang-yong-sa-geo-li,Ssangyong Intersection,Ssangyong Sageori
PHB350092023,시외버스터미널,Si-oe-beo-seu-teo-mi-neol,Intercity Bus Terminal,Intercity Bus Terminal
PHB350092027,자이아파트,Ja-i-a-pa-teu,Xi Apartment,Xi Apartment
PHB350092028,뱃머리 평생학습원,Baes-meo-li- -pyeong-saeng-hag-seub-won,Baenmeori Lifelong Education Center,Baenmeori Lifelong Education Center
PHB350092029,남구청(야구장),Nam-gu-cheong(ya-gu-jang),Nam-gu Office(Baseball Stadium),Namgu Office(Baseball Field)
PHB350092030,문화예술회관,Mun-hwa-ye-sul-hoe-gwan,Culture and Arts Center,Culture & Arts Center
PHB350092031,포항남부경찰서,Po-hang-nam-bu-gyeong-chal-seo,Pohang Nambu Police Station,Pohang Nambu Police Station
PHB350092032,상도중학교,Sang-do-jung-hag-gyo,Sangdo Middle School,Sangdo Middle School
PHB350092033,상도중학교,Sang-do-jung-hag-gyo,Sangdo Middle School,Sangdo Middle School
PHB350092034,초원아파트,Cho-won-a-pa-teu,Chowon Apartment,Chowon Apartment
PHB350092035,초원아파트,Cho-won-a-pa-teu,Chowon Apartment,Chowon Apartment
PHB350092036,KT포항지사,KT-po-hang-ji-sa,KT Pohang Branch,KT Pohang Branch
PHB350092037,상도코아루,Sang-do-ko-a-lu,Sangdo Koaroo Apartment,Sangdo Koaru
PHB350093001,대해초등학교,Dae-hae-cho-deung-hag-gyo,Daehae Elementary School,
PHB350093002,대해초등학교,Dae-hae-cho-deung-hag-gyo,Daehae Elementary School,
PHB350093003,반도맨션,Ban-do-maen-syeon,Bando Mansion,Bando Mansion
PHB350093005,상대시장,Sang-dae-si-jang,Sangdae Market,Sangdae Market
PHB350093006,반도맨션,Ban-do-maen-syeon,Bando Mansion,Bando Mansion
PHB350093007,상대시장,Sang-dae-si-jang,Sangdae Market,Sangdae Market
PHB350093008,세명기독병원,Se-myeong-gi-dog-byeong-won,SM Christianity Hospital,
PHB350094001,해도119안전센터,Hae-do-119-an-jeon-sen-teo,Haedo 119 Safety Center,Haedo 119 Fire Emergency Center
PHB350094002,해도동행정복지센터,Hae-do-dong-haeng-jeong-bog-ji-sen-teo,Haedo-dong Administrative Welfare Center,
PHB350094003,동해시장,Dong-hae-si-jang,Donghae Market,Donghae Market
PHB350094004,동해시장,Dong-hae-si-jang,Donghae Market,Donghae Market
PHB350094005,해도신협,Hae-do-sin-hyeob,Haedo Credit Union,Haedo Sinhyeop
PHB350094006,해도신협,Hae-do-sin-hyeob,Haedo Credit Union,Haedo Sinhyeop
PHB350094008,동아타운사거리,Dong-a-ta-un-sa-geo-li,Donga Town Intersection,Donga Town Sageori
PHB350094009,해도119안전센터,Hae-do-119-an-jeon-sen-teo,Haedo 119 Safety Center,Haedo 119 Fire Emergency Center
PHB350094011,고속버스터미널,Go-sog-beo-seu-teo-mi-neol,Express Bus Terminal,Express Bus Terminal
PHB350094012,대해성당,Dae-hae-seong-dang,Daehae Cathedral,Daehae Seongdang
PHB350094013,대해시장,Dae-hae-si-jang,Daehae Market,Daehae Market
PHB350094014,해도119안전센터,Hae-do-119-an-jeon-sen-teo,Haedo 119 Safety Center,Haedo 119 Fire Emergency Center
PHB350094015,송림시장,Song-lim-si-jang,Songnim Market,Songnim Market
PHB350095001,해도동행정복지센터,Hae-do-dong-haeng-jeong-bog-ji-sen-teo,Haedo-dong Administrative Welfare Center,
PHB350095002,대해성당,Dae-hae-seong-dang,Daehae Cathedral,Daehae Seongdang
PHB350095004,형산로터리,Hyeong-san-lo-teo-li,Hyeongsan Rotary,Hyeongsan Rotary
PHB350095005,형산로타리,Hyeong-san-lo-ta-li,Hyeongsan Rotary,
PHB350095006,장애인생산품판매시설,Jang-ae-in-saeng-san-pum-pan-mae-si-seol,Sales Facility for Products produced by the disabled,
PHB350095007,대해시장,Dae-hae-si-jang,Daehae Market,Daehae Market
PHB350095008,장애인생산품판매시설,Jang-ae-in-saeng-san-pum-pan-mae-si-seol,Sales Facility for Products produced by the disabled,
PHB350095009,형산로터리,Hyeong-san-lo-teo-li,Hyeongsan Rotary,Hyeongsan Rotary
PHB350095010,형산로타리,Hyeong-san-lo-ta-li,Hyeongsan Rotary,
PHB350095013,신흥맨션,Sin-heung-maen-syeon,Shinheung Mansion,Sinheung Mansion
PHB350095015,신흥맨션,Sin-heung-maen-syeon,Shinheung Mansion,Sinheung Mansion
PHB350095016,동보상가맨션,Dong-bo-sang-ga-maen-syeon,Dongbo Shopping Mall Mansion,Dongbo Commercial Center Mansion
PHB350095017,동보상가맨션,Dong-bo-sang-ga-maen-syeon,Dongbo Shopping Mall Mansion,Dongbo Commercial Center Mansion
PHB350095018,협력회관,Hyeob-lyeog-hoe-gwan,Cooperation Hall,Cooperation Hall
PHB350095019,협력회관,Hyeob-lyeog-hoe-gwan,Cooperation Hall,Cooperation Hall
PHB350095020,형산로터리(무정차),Hyeong-san-lo-teo-li(mu-jeong-cha),Hyeongsan Rotary(non-stop),Hyungsan Rotary (Non-stop)
PHB350095021,형산로터리(무정차),Hyeong-san-lo-teo-li(mu-jeong-cha),Hyeongsan Rotary(non-stop),Hyungsan Rotary (Non-stop)
PHB350096001,송림초등학교,Song-lim-cho-deung-hag-gyo,Songnim Elementary School,Songnim Elementary School
PHB350096002,송림초등학교,Song-lim-cho-deung-hag-gyo,Songnim Elementary School,Songnim Elementary School
PHB350096006,송도사거리,Song-do-sa-geo-li,Songdo Intersection,Songdo Sageori
PHB350096007,송도해수욕장회차지,Song-do-hae-su-yog-jang-hoe-cha-ji,Songdo Beach Bus Turnaround,
PHB350096008,송도동행정복지센터,Song-do-dong-haeng-jeong-bog-ji-sen-teo,Songdo-dong Administrative Welfare Center,
PHB350096009,송도동행정복지센터,Song-do-dong-haeng-jeong-bog-ji-sen-teo,Songdo-dong Administrative Welfare Center,
PHB350096010,태왕아파트,Tae-wang-a-pa-teu,Taewang Apartment,Taewang Apartment
PHB350096011,태왕아파트,Tae-wang-a-pa-teu,Taewang Apartment,Taewang Apartment
PHB350096012,영보빌라,Yeong-bo-bil-la,Youngbo Villa,Yeongbo Villa
PHB350096013,소망상사,So-mang-sang-sa,Somang Sangsa,Somang Sangsa
PHB350096014,송도사거리,Song-do-sa-geo-li,Songdo Intersection,Songdo Sageori
PHB350096015,송도교,Song-do-gyo,Songdo Bridge,Songdogyo
PHB350096016,송도교,Song-do-gyo,Songdo Bridge,Songdogyo
PHB350096017,영보빌라,Yeong-bo-bil-la,Youngbo Villa,Yeongbo Villa
PHB350096018,송도해수욕장회차지,Song-do-hae-su-yog-jang-hoe-cha-ji,Songdo Beach Bus Turnaround,
PHB350096019,포항운하관,Po-hang-un-ha-gwan,Pohang Canal Hall,Pohang Unhagwan
PHB350096020,포항운하관,Po-hang-un-ha-gwan,Pohang Canal Hall,Pohang Unhagwan
PHB350096023,송림시장,Song-lim-si-jang,Songnim Market,Songnim Market
PHB350096024,소망상사,So-mang-sang-sa,Somang Sangsa,Somang Sangsa
PHB350096025,구송도동행정복지센터,Gu-song-do-dong-haeng-jeong-bog-ji-sen-teo,Old Songdo-dong Administrative Welfare Center,
PHB350096026,구송도동행정복지센터,Gu-song-do-dong-haeng-jeong-bog-ji-sen-teo,Old Songdo-dong Administrative Welfare Center,
PHB350097001,포항남부소방서,Po-hang-nam-bu-so-bang-seo,Pohang Nambu Fire Station,
PHB350097002,화신식물원,Hwa-sin-sig-mul-won,Hwashin Botanical Garden,Hwasin Botanic Garden
PHB350097003,포항남부소방서,Po-hang-nam-bu-so-bang-seo,Pohang Nambu Fire Station,
PHB350097004,해병대BOQ,Hae-byeong-dae-BOQ,Marine Corps BOQ,Marine Corps BOQ
PHB350097007,청림초등학교,Cheong-lim-cho-deung-hag-gyo,Cheongnim Elementary School,Cheongnim Elementary School
PHB350097008,청림진달래아파트,Cheong-lim-jin-dal-lae-a-pa-teu,Cheongnim Jindalrae Apartment,
PHB350097009,청림초등학교,Cheong-lim-cho-deung-hag-gyo,Cheongnim Elementary School,Cheongnim Elementary School
PHB350097011,청림초등학교,Cheong-lim-cho-deung-hag-gyo,Cheongnim Elementary School,Cheongnim Elementary School
PHB350097012,해병대BOQ,Hae-byeong-dae-BOQ,Marine Corps BOQ,Marine Corps BOQ
PHB350097013,해군 항공역사관,Hae-gun- -hang-gong-yeog-sa-gwan,Naval Aviation History Museum,Navy Flight History Museum
PHB350097014,해군 항공역사관,Hae-gun- -hang-gong-yeog-sa-gwan,Naval Aviation History Museum,Navy Flight History Museum
PHB350097015,화신식물원,Hwa-sin-sig-mul-won,Hwashin Botanical Garden,Hwasin Botanic Garden
PHB350097016,공항주유소,Gong-hang-ju-yu-so,Airport Gas Station,Airport Gas Station
PHB350097017,공항주유소,Gong-hang-ju-yu-so,Airport Gas Station,Airport Gas Station
PHB350097018,청림삼거리,Cheong-lim-sam-geo-li,Cheongnim Three-way Intersection,Cheongnim Three way Intersection
PHB350097019,청림삼거리,Cheong-lim-sam-geo-li,Cheongnim Three-way Intersection,Cheongnim Three way Intersection
PHB350097022,청림동,Cheong-lim-dong,Cheongnim-dong,
PHB350097024,청림진달래아파트,Cheong-lim-jin-dal-lae-a-pa-teu,Cheongnim Jindalrae Apartment,
PHB350098001,포스코강판,POSCO-gang-pan,POSCO Steel Sheet,POSCO Steel Sheet
PHB350098002,포스코건설,POSCO-geon-seol,POSCO Engineering Construction,POSCO Engineering Construction
PHB350098003,동부제강,Dong-bu-je-gang,Dongbu Steel,Dongbu Steelmaking
PHB350098004,삼일,Sam-il,Samil,Samil
PHB350098005,삼일,Sam-il,Samil,Samil
PHB350098006,동부제강,Dong-bu-je-gang,Dongbu Steel,Dongbu Steelmaking
PHB350098007,포스코건설,POSCO-geon-seol,POSCO Engineering Construction,POSCO Engineering Construction
PHB350098008,포스코강판,POSCO-gang-pan,POSCO Steel Sheet,POSCO Steel Sheet
PHB350098009,동국에스엔씨,Dong-gug-e-seu-en-ssi,Dongkuk S&C,Dongkuk SNSC
PHB350098010,장흥동사거리,Jang-heung-dong-sa-geo-li,Jangheung-dong Intersection,Jangheungdong Sageori
PHB350098011,장흥동사거리,Jang-heung-dong-sa-geo-li,Jangheung-dong Intersection,Jangheungdong Sageori
PHB350098012,신한은행공단출장소,Sin-han-eun-haeng-gong-dan-chul-jang-so,Shinhan Bank Corporation Branch Office,
PHB350098013,포항변전소,Po-hang-byeon-jeon-so,Pohang Substation,Pohang Byeonjeonso
PHB350098014,공단정수장,Gong-dan-jeong-su-jang,Industrial Complex Water Purification Plant,Gongdan Purificaton Plant
PHB350098015,호동근로자종합복지관,Ho-dong-geun-lo-ja-jong-hab-bog-ji-gwan,Ho-dong Workers Welfare Center,
PHB350098016,현대성우캐스팅,Hyeon-dae-seong-u-kae-seu-ting,HYUNDAI Sungwoo Casting,
PHB350098017,한일철강,Han-il-cheol-gang,Hanil Steel,Hanil Iron&Steel
PHB350098018,한일철강,Han-il-cheol-gang,Hanil Steel,Hanil Iron&Steel
PHB350098019,현대성우캐스팅,Hyeon-dae-seong-u-kae-seu-ting,HYUNDAI Sungwoo Casting,
PHB350098020,호동근로자종합복지관,Ho-dong-geun-lo-ja-jong-hab-bog-ji-gwan,Ho-dong Workers Welfare Center,
PHB350098021,공단정수장,Gong-dan-jeong-su-jang,Industrial Complex Water Purification Plant,Gongdan Purificaton Plant
PHB350098022,포항변전소,Po-hang-byeon-jeon-so,Pohang Substation,Pohang Byeonjeonso
PHB350098023,제철동복지회관,Je-cheol-dong-bog-ji-hoe-gwan,Jecheol-dong Welfare Center,
PHB350098025,제철동복지회관,Je-cheol-dong-bog-ji-hoe-gwan,Jecheol-dong Welfare Center,
PHB350098026,유에스티,Yu-e-seu-ti,UST,
PHB350098027,유에스티,Yu-e-seu-ti,UST,
PHB350098028,현대제철,Hyeon-dae-je-cheol,HYUNDAI Steel,Hyundai Steel
PHB350098029,현대제철,Hyeon-dae-je-cheol,HYUNDAI Steel,Hyundai Steel
PHB350098030,단지주유소,Dan-ji-ju-yu-so,Complex Gas Station,Danji Gas Station
PHB350098031,단지주유소,Dan-ji-ju-yu-so,Complex Gas Station,Danji Gas Station
PHB350098032,포스코본사,POSCO-bon-sa,POSCO Headquarters,POSCO Head Office
PHB350098033,포스코본사,POSCO-bon-sa,POSCO Headquarters,POSCO Head Office
PHB350098034,포항스틸야드,Po-hang-seu-til-ya-deu,Pohang Steel Yard,
PHB350098035,포항스틸야드,Po-hang-seu-til-ya-deu,Pohang Steel Yard,
PHB350098036,포스코2문,POSCO-2-mun,POSCO Gate 2,POSCO 2nd Gate
PHB350098037,포스코2문,POSCO-2-mun,POSCO Gate 2,POSCO 2nd Gate
PHB350098038,남구보건소,Nam-gu-bo-geon-so,Nam-gu Public Health Center,Namgu Public Health Center
PHB350098039,남구보건소,Nam-gu-bo-geon-so,Nam-gu Public Health Center,Namgu Public Health Center
PHB350098040,포스코기술연구소,POSCO-gi-sul-yeon-gu-so,POSCO Technology Research Institute,POSCO Technology Research Institute
PHB350098041,포스코기술연구소,POSCO-gi-sul-yeon-gu-so,POSCO Technology Research Institute,POSCO Technology Research Institute
PHB350098047,동국제강3문,Dong-gug-je-gang-3-mun,Dongkuk Steel Gate 3,Dong Kuk Steel Mill 3rd Gate
PHB350098048,동국제강1문,Dong-gug-je-gang-1-mun,Dongkuk Steel Gate 1,Dong Kuk Steel Mill 1st Gate
PHB350098050,인덕동,In-deog-dong,Indeok-dong,Indeokdong
PHB350098051,남보건소(무정차),Nam-bo-geon-so(mu-jeong-cha),Nam-gu Public Health Center(non-stop),SouthCommunity Health Center (Non-stop)
PHB350098052,남구보건소(무정차),Nam-gu-bo-geon-so(mu-jeong-cha),Nam-gu Public Health Center(non-stop),SouthCommunity Health Center (Non-stop)
PHB350099001,효곡동행정복지센터,Hyo-gog-dong-haeng-jeong-bog-ji-sen-teo,Hyogok-dong Administrative Welfare Center,
PHB350099002,생명공학연구소,Saeng-myeong-gong-hag-yeon-gu-so,Biotechnology Research Institute,Biotechnology Research Institute
PHB350099003,포스텍,Po-seu-teg,POSTECH,Force Tec
PHB350099004,포항제철공고,Po-hang-je-cheol-gong-go,Pohang Jecheol Technical High School,
PHB350099005,포스코 교육재단,POSCO-gyo-yug-jae-dan,POSCO Education Foundation,POSCO Education Foundation
PHB350099006,포항제철고등학교,Po-hang-je-cheol-go-deung-hag-gyo,Pohang Jecheol High School,Pohang Iron and Steel High School
PHB350099007,효자그린아파트,Hyo-ja-geu-lin-a-pa-teu,Hyoja Green Apartment,Hyoja Green Apartment
PHB350099008,포항제철유치원,Po-hang-je-cheol-yu-chi-won,Pohang Jecheol Kindergarten,Pohang Steel Kindergarten
PHB350099009,현대그린아파트,Hyeon-dae-geu-lin-a-pa-teu,HYUNDAI Green Apartment,Hyeondae Green Apartment
PHB350099010,포항테크노파크,Po-hang-te-keu-no-pa-keu,Pohang Techno Park,Pohang Techno Park
PHB350099012,LG빌라입구,LG-bil-la-ib-gu,LG Villa Entrance,LG Villa Entrance
PHB350099013,산책로,San-chaeg-lo,Walking Trails,Sanchaengno
PHB350099014,교수아파트,Gyo-su-a-pa-teu,Professor Apartment,Teacher Apartment
PHB350099015,포항제철공고,Po-hang-je-cheol-gong-go,Pohang Jecheol Technical High School,
PHB350099016,포스텍,Po-seu-teg,POSTECH,Force Tec
PHB350099017,생명공학연구소,Saeng-myeong-gong-hag-yeon-gu-so,Biotechnology Research Institute,Biotechnology Research Institute
PHB350099018,효곡동행정복지센터,Hyo-gog-dong-haeng-jeong-bog-ji-sen-teo,Hyogok-dong Administrative Welfare Center,
PHB350099019,SK뷰1차,SK-byu-1-cha,SK View #1 Apartment,SK View #1
PHB350099020,효자건널목,Hyo-ja-geon-neol-mog,Hyoja Crossing,Hyoja Crossing
PHB350099021,효자건널목,Hyo-ja-geon-neol-mog,Hyoja Crossing,Hyoja Crossing
PHB350099022,SK뷰1차,SK-byu-1-cha,SK View #1 Apartment,SK View #1
PHB350099023,효자사거리,Hyo-ja-sa-geo-li,Hyoja Intersection,Hyoja Sageori
PHB350099024,LG빌라,LG-bil-la,LG Villa,LG Villa
PHB350099026,롯데마트,Los-de-ma-teu,LOTTE Mart,Lotte Mart
PHB350099036,효자동,Hyo-ja-dong,Hyoja-dong,Hyoja-dong
PHB350099037,승리아파트,Seung-li-a-pa-teu,Seungri Apartment,Seungri’s
PHB350099038,효자사거리,Hyo-ja-sa-geo-li,Hyoja Intersection,Hyoja Sageori
PHB350099039,동해초등학교,Dong-hae-cho-deung-hag-gyo,Donghae Elementary School,East Sea Elementary School
PHB350099040,동해초등학교,Dong-hae-cho-deung-hag-gyo,Donghae Elementary School,East Sea Elementary School
PHB350099042,신문덕코아루,Sin-mun-deog-ko-a-lu,Shinmundeok Koaroo Apartment,a newspaper dukkoaru
PHB350099043,신문덕코아루,Sin-mun-deog-ko-a-lu,Shinmundeok Koaroo Apartment,a newspaper dukkoaru
PHB350099044,세신스틸,Se-sin-seu-til,Seshin Steel,Seshin Steel
PHB350099045,세신스틸,Se-sin-seu-til,Seshin Steel,Seshin Steel
PHB350099046,장성푸르지오,Jang-seong-pu-leu-ji-o,Jangseong Prugio Apartment,Jangseong Prugio
PHB350099047,한전앞교차로,Han-jeon-ap-gyo-cha-lo,KEPCO Intersection,
PHB350099048,한전앞교차로,Han-jeon-ap-gyo-cha-lo,KEPCO Intersection,
PHB350099051,다산교차로,Da-san-gyo-cha-lo,Dasan Intersection,Dasan Intersection
PHB350099052,다산교차로,Da-san-gyo-cha-lo,Dasan Intersection,Dasan Intersection
PHB350099053,도심환승센터,Do-sim-hwan-seung-sen-teo,Urban Transfer Center,an urban Bus Transfer Center
PHB350099054,도심환승센터,Do-sim-hwan-seung-sen-teo,Urban Transfer Center,an urban Bus Transfer Center
PHB350099055,도심환승센터,Do-sim-hwan-seung-sen-teo,Urban Transfer Center,an urban Bus Transfer Center
PHB350099056,도심환승센터,Do-sim-hwan-seung-sen-teo,Urban Transfer Center,an urban Bus Transfer Center
PHB350099057,초곡삼구트리니엔,Cho-gog-sam-gu-teu-li-ni-en,Chogok Samgu Trinien Apartment,Chogok Samgutrinien
PHB350099058,초곡삼구트리니엔,Cho-gog-sam-gu-teu-li-ni-en,Chogok Samgu Trinien Apartment,Chogok Samgutrinien
PHB350099059,고현리마을회관,Go-hyeon-li-ma-eul-hoe-gwan,Gohyeon-ri Village Hall,Gohyeon-ri village Hall
PHB350099060,상사리마을회관(임),Sang-sa-li-ma-eul-hoe-gwan(im),Sangsa-ri Village Hall(Im),
PHB350099061,내단3리마을회관,Nae-dan-3-li-ma-eul-hoe-gwan,Naedan 3-ri Village Hall,Naedan 3-ri Village Hall
PHB350099062,성계2리마을회관,Seong-gye-2-li-ma-eul-hoe-gwan,Seonggye 2-ri Village Hall,Seonggye 2-ri Village Hall
PHB350099063,성계2리마을,Seong-gye-2-li-ma-eul,Seonggye 2-ri Village,
PHB350099064,고지2리마을회관,Go-ji-2-li-ma-eul-hoe-gwan,Goji 2-ri Village Hall,Goji 2-ri Village Hall
PHB350099065,고지2리마을입구,Go-ji-2-li-ma-eul-ib-gu,Goji 2-ri Village Entrance,
PHB350099066,기남경로당,Gi-nam-gyeong-lo-dang,Ginam Senior Center,
PHB350099067,봉계리마을,Bong-gye-li-ma-eul,Bonggye-ri Village,
PHB350099068,고지1리마을,Go-ji-1-li-ma-eul,Goji 1-ri Village,Goji 1-ri Village
PHB350099069,고지1리입구,Go-ji-1-li-ib-gu,Goji 1-ri Entrance,
PHB350099070,인비리마을회관,In-bi-li-ma-eul-hoe-gwan,Inbi-ri Village Hall,Inbiri village Hall
PHB350099071,대곡2리마을회관,Dae-gog-2-li-ma-eul-hoe-gwan,Daegok 2-ri Village Hall,Daegok 2-ri Village Hall
PHB350099072,대곡2리새마을회관,Dae-gog-2-li-sae-ma-eul-hoe-gwan,Daegok 2-ri Saemaeul Hall,Daegok 2-ri Saemaul Hall
PHB350099073,관천리새마을회관,Gwan-cheon-li-sae-ma-eul-hoe-gwan,Gwancheon-ri Saemaeul Hall,Gwancheon-ri Saemaul Hall
PHB350099074,율산1리마을회관,Yul-san-1-li-ma-eul-hoe-gwan,Yulsan 1-ri Village Hall,Yulsan 1-ri Village Hall
PHB350099075,오덕2리마을회관,O-deog-2-li-ma-eul-hoe-gwan,Odeok 2-ri Village Hall,Odeok 2-ri Village Hall
PHB350099076,수성리마을,Su-seong-li-ma-eul,Suseong-ri Village,
PHB350099077,신창리마을,Sin-chang-li-ma-eul,Sinchang-ri Village,
PHB350099078,금곡리마을,Geum-gog-li-ma-eul,Geumgok-ri Village,
PHB350099079,창포아이파크,Chang-po-a-i-pa-keu,Changpo I-Park Apartment,
PHB350099080,강사3리마을회관,Gang-sa-3-li-ma-eul-hoe-gwan,Gangsa 3-ri Village Hall,Instructor 3-ri Village Hall
PHB350099081,성곡3리새마을관,Seong-gog-3-li-sae-ma-eul-gwan,Seonggok 3-ri Saemaeul Hall,Seonggok 3-ri Saemaul Hall
PHB350099082,성곡1리마을회관,Seong-gog-1-li-ma-eul-hoe-gwan,Seonggok 1-ri Village Hall,Seonggok 1-ri Village Hall
PHB350099083,인비리마을입구,In-bi-li-ma-eul-ib-gu,Inbi-ri Village Entrance,Inbi-ri Village Entrance
PHB350099084,화봉3리마을회관,Hwa-bong-3-li-ma-eul-hoe-gwan,Hwabong 3-ri Village Hall,
PHB350099085,화봉리마을,Hwa-bong-li-ma-eul,Hwabong-ri Village,
PHB350099087,눌태1리마을회관,Nul-tae-1-li-ma-eul-hoe-gwan,Nultae 1-ri Village Hall,Nultae 1-ri Village Hall
PHB350099088,후동리마을회관,Hu-dong-li-ma-eul-hoe-gwan,Hudong-ri Village Hall,Hudong-ri village Hall
PHB350099090,동지재단,Dong-ji-jae-dan,Dongji Foundation,the Comrade Foundation
PHB350099092,경상북도동부청사,Gyeong-sang-bug-do-dong-bu-cheong-sa,Gyeongsangbuk-do Eastern Government Office,Gyeongsangbuk-do Eastern Government Building
PHB350099093,포항의료원,Po-hang-ui-lyo-won,Pohang Medical Center,Pohang Medical Center
PHB350099094,용흥종합시장,Yong-heung-jong-hab-si-jang,Yongheung General Market,Yongheung General Market
PHB350099095,용흥종합시장,Yong-heung-jong-hab-si-jang,Yongheung General Market,Yongheung General Market
PHB350099096,죽도어시장,Jug-do-eo-si-jang,Jukdo Fish Market,
PHB350099097,죽도어시장,Jug-do-eo-si-jang,Jukdo Fish Market,
PHB350099100,CGV북포항,CGV-bug-po-hang,CGV North Pohang,CGV Book Pohang
PHB350099101,CGV북포항,CGV-bug-po-hang,CGV North Pohang,CGV Book Pohang
PHB350099104,포항여객선터미널,Po-hang-yeo-gaeg-seon-teo-mi-neol,Pohang Passenger Ship Terminal,
PHB350099105,포항여객선터미널,Po-hang-yeo-gaeg-seon-teo-mi-neol,Pohang Passenger Ship Terminal,
PHB350099106,영일대해수욕장,Yeong-il-dae-hae-su-yog-jang,Yeongildae Beach,Yeongildae Beach
PHB350099107,영일대해수욕장,Yeong-il-dae-hae-su-yog-jang,Yeongildae Beach,Yeongildae Beach
PHB350099108,두호동행정복지센터,Du-ho-dong-haeng-jeong-bog-ji-sen-teo,Duho-dong Administrative Welfare Center,Duho-dong Administrative & Welfare Center
PHB350099109,두호동행정복지센터,Du-ho-dong-haeng-jeong-bog-ji-sen-teo,Duho-dong Administrative Welfare Center,Duho-dong Administrative & Welfare Center
PHB350099110,창포2차아이파크,Chang-po-2-cha-a-i-pa-keu,Changpo I-Park #2 Apartment,Changpo 2nd I-Park
PHB350099111,현진에버빌,Hyeon-jin-e-beo-bil,Hyunjin Everville Apartmnet,HYUNJIN EVERVEIL
PHB350099112,장성초등학교,Jang-seong-cho-deung-hag-gyo,Jangseong Elementary School,Jangseong Elementary School
PHB350099113,장성초등학교,Jang-seong-cho-deung-hag-gyo,Jangseong Elementary School,Jangseong Elementary School
PHB350099114,창포메트로시티,Chang-po-me-teu-lo-si-ti,Changpo Metro City Apartment,Changpometro City
PHB350099115,창포메트로시티,Chang-po-me-teu-lo-si-ti,Changpo Metro City Apartment,Changpometro City
PHB350099116,두호주공,Du-ho-ju-gong,Duho Jugong Apartment,the Duke of Duho
PHB350099117,두호주공,Du-ho-ju-gong,Duho Jugong Apartment,the Duke of Duho
PHB350099118,우현더힐,U-hyeon-deo-hil,Woohyun The Hill Apartment,Starboard The Hill
PHB350099119,우현더힐,U-hyeon-deo-hil,Woohyun The Hill Apartment,Starboard The Hill
PHB350099120,유성여고,Yu-seong-yeo-go,Yuseong Girls' High School,Yuseong Girls' High School
PHB350099121,유성여고,Yu-seong-yeo-go,Yuseong Girls' High School,Yuseong Girls' High School
PHB350099122,신동아베르디,Sin-dong-a-be-leu-di,Shindonga Verdi Apartment,Shindonga Verdi
PHB350099123,신동아베르디,Sin-dong-a-be-leu-di,Shindonga Verdi Apartment,Shindonga Verdi
PHB350099124,삼구3차,Sam-gu-3-cha,Samgu #3 Apartment,the third trimester
PHB350099125,삼구3차,Sam-gu-3-cha,Samgu #3 Apartment,the third trimester
PHB350099126,에코프로머티리얼즈,EcoPro-meo-ti-li-eol-jeu,EcoPro Materials,EcoPro Materials
PHB350099127,에코프로머티리얼즈,EcoPro-meo-ti-li-eol-jeu,EcoPro Materials,EcoPro Materials
PHB350099129,지곡성당,Ji-gog-seong-dang,Jigok Cathedral,
PHB350099130,지곡성당,Ji-gog-seong-dang,Jigok Cathedral,
PHB350099131,삼성그린아파트,Sam-seong-geu-lin-a-pa-teu,Samsung Green Apartment,Samsung Green Apt
PHB350099132,포항제철유치원,Po-hang-je-cheol-yu-chi-won,Pohang Jecheol Kindergarten,Pohang Steel Kindergarten
PHB350099133,롯데마트,Los-de-ma-teu,LOTTE Mart,Lotte Mart
PHB350099134,포항건강랜드,Po-hang-geon-gang-laen-deu,Pohang Health Land,Pohang Health Land
PHB350099135,대잠센트럴하이츠,Dae-jam-sen-teu-leol-ha-i-cheu,Daejam Central Heights Apartment,Daejam Central Heights
PHB350099136,포항철길숲,Po-hang-cheol-gil-sup,Pohang Railroad Forest,Pohang Railway Forest
PHB350099137,포항철길숲,Po-hang-cheol-gil-sup,Pohang Railroad Forest,Pohang Railway Forest
PHB350099138,코아루타워,Ko-a-lu-ta-wo,Koaroo Tower,
PHB350099139,코아루타워,Ko-a-lu-ta-wo,Koaroo Tower,
PHB350099140,우방신세계,U-bang-sin-se-gye,Woobang Shinsegye Apartment,the right-wing world
PHB350099141,우방신세계,U-bang-sin-se-gye,Woobang Shinsegye Apartment,the right-wing world
PHB350099142,신문덕코아루,Sin-mun-deog-ko-a-lu,Shinmundeok Koaroo Apartment,a newspaper dukkoaru
PHB350099143,신문덕코아루,Sin-mun-deog-ko-a-lu,Shinmundeok Koaroo Apartment,a newspaper dukkoaru
PHB350099144,오천웰메이드홈,O-cheon-wel-me-i-deu-hom,Ocheon Well Made Home,"5,000 Well-Made Home"
PHB350099145,오천웰메이드홈,O-cheon-wel-me-i-deu-hom,Ocheon Well Made Home,"5,000 Well-Made Home"
PHB350099146,문덕초등학교,Mun-deog-cho-deung-hag-gyo,Mundeok Elementary School,Mundeok Elementary School
PHB350099147,문덕초등학교,Mun-deog-cho-deung-hag-gyo,Mundeok Elementary School,Mundeok Elementary School
PHB350099148,경주예일고등학교,Gyeong-ju-ye-il-go-deung-hag-gyo,Gyeongju Yeil High School,
PHB350099149,경주예일고등학교,Gyeong-ju-ye-il-go-deung-hag-gyo,Gyeongju Yeil High School,
